,Consumo,Motor_CC,Potencia,Descuento,Precio_cat,Ciudad_B,Ciudad_C,Ciudad_D,Ciudad_E,Ciudad_F,Ciudad_G,Ciudad_H,Ciudad_I,Ciudad_J,Ciudad_K,Ciudad_L,Tipo_marchas_Automatic,Tipo_marchas_Manual
3389,13.45,1086.0,62.1,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3390,15.04,1598.0,103.6,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
3392,18.7,1199.0,88.7,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
3393,26.0,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
3394,20.7,1496.0,113.98,42.48,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
3395,17.0,1197.0,80.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
3396,18.0,1497.0,117.3,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
3398,24.52,1248.0,88.5,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3399,19.5,1582.0,126.24,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0
3401,23.08,1461.0,63.1,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3402,17.6,1496.0,88.73,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3403,20.77,1248.0,88.76,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3404,17.5,1298.0,85.8,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3405,16.1,1298.0,88.2,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3406,15.3,2993.0,258.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3407,13.1,2499.0,141.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3409,20.0,1399.0,68.05,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3410,12.99,2494.0,100.6,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3411,16.09,1598.0,103.5,12.33,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3414,19.7,796.0,46.3,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3415,13.5,2198.0,157.7,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3416,21.5,1498.0,108.5,15.86,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0
3417,23.9,1582.0,126.2,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3418,18.9,1197.0,81.86,8.1,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3419,18.9,1197.0,82.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3420,22.5,998.0,67.04,5.44,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3421,13.5,2477.0,175.56,33.91,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
3422,15.7,1368.0,112.4,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3423,16.96,1968.0,138.03,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3424,18.15,1198.0,82.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3425,18.5,1197.0,80.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3426,20.77,1248.0,88.8,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3428,17.4,1497.0,117.3,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3429,17.01,1591.0,121.3,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
3430,18.0,1497.0,117.3,16.67,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3431,22.7,1582.0,126.24,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3433,15.1,1196.0,73.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3434,22.9,1248.0,74.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3435,17.57,1193.0,88.7,7.69,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3436,12.8,2494.0,102.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3437,21.4,1197.0,83.1,0.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0
3438,23.0,1396.0,90.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3439,21.64,1461.0,84.8,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3440,18.49,1493.0,100.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3442,15.26,1150.0,74.9,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3443,20.36,1197.0,78.9,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3444,24.07,998.0,67.1,4.53,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3445,20.77,1248.0,88.76,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3446,22.69,1995.0,190.0,47.2,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0
3448,23.1,998.0,67.04,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0
3449,12.8,2494.0,102.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3451,22.69,1995.0,190.0,54.43,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
3452,13.01,2199.0,194.3,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
3455,21.76,1995.0,190.0,58.67,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
3456,20.3,1086.0,68.0,4.55,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3457,18.2,1199.0,88.7,8.71,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3458,19.0,1194.0,94.68,8.44,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3459,16.55,1968.0,147.51,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
3461,16.0,2179.0,140.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3462,23.9,1582.0,126.2,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3463,16.55,1968.0,140.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
3464,15.97,2993.0,258.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3465,21.64,1461.0,84.8,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3466,19.87,1461.0,83.14,14.72,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3467,19.7,796.0,46.3,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3468,20.36,1197.0,78.9,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
3469,17.0,1497.0,118.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3470,19.81,1086.0,68.05,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3471,18.0,1198.0,86.7,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3472,28.09,1248.0,88.5,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
3473,18.9,1197.0,81.86,6.68,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3474,28.09,1248.0,88.5,0.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3475,19.3,1248.0,73.9,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3476,18.9,1197.0,82.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0
3477,18.6,1197.0,81.83,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3478,20.0,1399.0,68.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3479,21.4,1197.0,83.1,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3480,17.9,2143.0,136.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3481,13.68,2393.0,147.8,24.01,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3482,17.0,1197.0,80.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3483,14.4,1997.0,152.0,33.51,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0
3484,13.93,2179.0,138.03,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
3486,20.4,1197.0,81.8,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
3488,22.32,1582.0,126.32,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3489,22.54,1396.0,88.73,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3490,15.4,2523.0,75.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3491,24.3,1248.0,88.5,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3492,22.9,1248.0,74.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3493,20.54,1598.0,103.6,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3494,16.2,995.0,62.1,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3495,11.0,2987.0,258.0,1.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
3496,19.7,796.0,46.3,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3497,8.2,2993.0,245.0,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
3498,17.05,1995.0,184.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0
3499,17.8,1399.0,68.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3500,16.0,2179.0,140.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3503,14.16,1968.0,174.3,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
3504,18.53,1968.0,187.74,67.1,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
3506,17.7,1497.0,78.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3507,10.0,2148.0,170.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
3508,23.9,1582.0,126.2,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3509,20.5,1248.0,91.72,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3510,0.0,1086.0,62.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3511,18.6,1199.0,79.4,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3512,13.68,2393.0,147.8,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3513,12.0,2987.0,224.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
3515,14.28,1798.0,138.03,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,1,0
3516,26.6,998.0,58.16,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3517,16.47,1198.0,73.9,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
3518,28.4,1248.0,73.75,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3519,18.4,1198.0,86.8,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3520,23.2,1248.0,73.94,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3521,16.8,1341.0,83.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3522,19.87,1461.0,83.8,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3523,15.0,1598.0,103.5,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3524,17.1,1956.0,170.0,22.46,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3526,18.9,998.0,67.1,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3527,13.7,1368.0,88.8,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3528,15.04,1598.0,103.2,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3529,21.03,1461.0,65.0,9.12,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3531,20.54,1598.0,103.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3532,15.1,2179.0,140.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3533,16.3,1956.0,170.0,23.19,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3534,25.17,799.0,53.3,3.96,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3535,18.6,1197.0,81.83,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3536,16.02,1373.0,93.7,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
3537,12.99,2494.0,100.6,0.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3538,17.0,1497.0,118.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3539,11.1,2400.0,200.0,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3540,20.73,1373.0,91.1,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
3541,17.3,993.0,60.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3542,13.0,1591.0,121.3,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3543,18.6,1197.0,81.86,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3544,28.09,1248.0,88.5,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3545,26.0,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3546,16.07,1995.0,181.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0
3547,12.4,1998.0,132.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3548,15.5,1198.0,86.7,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3549,18.23,1582.0,126.2,22.43,4.0,0,0,0,0,0,0,0,0,0,0,1,1,0
3550,19.2,1461.0,65.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3552,17.1,1591.0,121.3,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3553,20.0,1399.0,68.0,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3554,17.6,1496.0,88.7,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3555,15.73,1968.0,174.33,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
3556,15.8,2148.0,170.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3557,19.5,1968.0,141.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3558,16.77,2967.0,241.38,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,1,0
3559,12.05,2179.0,120.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3560,24.07,998.0,67.1,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0
3563,21.1,814.0,55.2,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3564,28.09,1248.0,88.5,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3565,23.0,1396.0,90.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3566,17.01,1582.0,126.2,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
3568,18.6,1197.0,81.83,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3569,18.56,1995.0,190.0,69.59,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
3570,23.1,998.0,67.04,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3571,15.04,1598.0,103.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3572,19.1,1197.0,85.8,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3574,24.3,1248.0,88.5,11.12,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3575,11.18,2696.0,184.0,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
3576,22.07,1199.0,73.9,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3577,10.9,2497.0,215.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0
3578,18.9,1197.0,82.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3580,11.57,2987.0,254.79,95.13,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3581,19.08,1582.0,126.32,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,1,0
3582,14.7,1798.0,177.5,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3584,21.9,1396.0,88.76,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3585,22.7,1498.0,89.84,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3587,23.4,1248.0,74.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3588,24.0,1186.0,73.97,8.18,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3589,20.5,1598.0,103.5,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3590,16.55,2993.0,258.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3591,21.66,1498.0,103.52,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,1,0
3592,17.5,1199.0,88.7,10.57,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3593,25.83,1498.0,99.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3594,19.1,1197.0,85.8,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3595,19.0,998.0,66.1,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3596,12.8,2494.0,102.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3597,23.1,998.0,67.04,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3598,27.62,793.0,47.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
3599,17.9,2143.0,136.0,38.72,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
3600,18.2,1061.0,64.0,0.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3601,18.9,1197.0,82.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3602,25.4,624.0,37.5,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
3603,15.85,1499.0,110.4,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3604,10.9,2499.0,143.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3605,16.0,2179.0,140.0,0.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0
3606,12.7,2179.0,187.7,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
3607,14.16,1968.0,174.3,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3608,20.0,1399.0,68.05,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3609,13.5,2925.0,281.61,1.71,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
3610,14.53,1798.0,138.1,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3611,16.5,1198.0,86.8,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3612,14.94,2967.0,241.4,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
3613,16.0,2179.0,140.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3614,15.1,2179.0,140.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
3615,13.22,2967.0,241.4,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3616,15.0,2143.0,107.3,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3617,18.9,796.0,47.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1
3618,8.1,5461.0,387.3,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,1,0
3619,17.8,1497.0,117.3,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3620,12.99,2494.0,100.6,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3621,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3622,18.9,1197.0,81.86,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3624,8.6,2706.0,265.0,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,1,0
3626,15.8,1499.0,110.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3627,12.8,2494.0,102.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3628,25.32,1198.0,77.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3630,17.57,1193.0,88.7,8.56,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3631,14.39,1998.0,163.7,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3632,11.7,1997.0,134.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3633,16.8,1969.0,150.0,37.9,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
3634,17.3,1998.0,163.7,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3635,16.02,1373.0,93.7,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3636,13.14,1798.0,160.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3638,17.11,1968.0,174.33,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
3639,19.2,1197.0,80.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,0,1,0
3640,27.3,1498.0,98.6,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3641,20.14,1498.0,88.5,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3643,19.7,796.0,46.3,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3644,16.47,1198.0,74.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3645,17.1,1591.0,121.3,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3646,16.78,1496.0,88.73,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3647,16.8,1497.0,118.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0
3649,18.9,1197.0,82.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0
3651,21.1,998.0,100.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3652,16.8,1493.0,110.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3653,12.05,2179.0,120.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3654,14.53,1798.0,138.1,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3655,24.07,998.0,67.1,4.33,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3656,0.0,2987.0,165.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0
3657,23.59,1364.0,67.04,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3658,17.0,1198.0,73.75,8.38,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3659,12.0,2987.0,224.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
3660,21.1,814.0,55.2,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3663,19.67,1582.0,126.2,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3664,17.0,1591.0,121.3,11.67,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3665,18.9,998.0,67.1,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3666,21.1,1197.0,85.8,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3667,20.0,1399.0,68.05,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
3668,14.4,1598.0,103.6,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0
3669,11.5,2982.0,171.0,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3670,28.4,1248.0,73.75,8.75,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3671,16.1,1298.0,88.2,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3672,25.8,1498.0,98.6,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3673,11.05,2894.0,444.0,1.28,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3674,17.2,1968.0,138.1,0.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3675,18.7,1199.0,88.7,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
3676,16.9,1197.0,81.86,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,0
3677,16.47,1198.0,73.9,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3678,25.47,1248.0,88.5,10.41,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
3679,15.64,1193.0,64.1,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3680,20.5,1248.0,91.72,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3681,20.0,1399.0,68.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3682,23.1,998.0,67.04,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3683,19.08,1582.0,126.32,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0
3684,16.02,1373.0,93.7,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3685,20.51,998.0,67.04,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1
3688,24.3,1248.0,88.5,12.56,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3689,14.21,2143.0,203.0,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
3690,25.1,1248.0,88.5,11.26,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1
3691,14.3,1598.0,103.52,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3692,16.78,1496.0,88.73,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3693,15.97,2993.0,258.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
3694,21.7,999.0,67.0,4.78,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
3695,19.27,2143.0,170.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
3696,17.3,1998.0,163.7,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3697,18.51,1968.0,147.51,44.8,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3698,22.32,1582.0,126.32,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3699,24.3,1248.0,88.5,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
3700,17.68,1968.0,174.33,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
3701,18.19,1968.0,174.5,36.94,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
3702,25.1,1498.0,98.6,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
3703,24.0,1120.0,70.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
3704,17.8,1399.0,67.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3705,13.68,2393.0,147.8,19.37,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1
3706,13.0,2143.0,201.1,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
